n,comparisons,swaps
31400,281908,51743
31500,281861,51753
31600,283612,52041
31700,283664,52043
31800,286036,52527
31900,286169,52552
32000,287462,52755
32100,288282,52914
32200,289572,53119
32300,290899,53382
32400,290463,53294
32500,291861,53539
32600,292652,53717
32700,293072,53809
32800,295070,54140
32900,295763,54265
33000,295886,54276
33100,297250,54509
33200,298001,54642
33300,299304,54902
33400,301001,55199
33500,300081,55022
33600,301610,55304
33700,302428,55407
33800,303439,55666
33900,305350,55984
34000,306328,56152
34100,305418,55944
34200,308043,56448
34300,309016,56645
34400,308470,56526
34500,310918,56996
34600,311952,57206
34700,312602,57298
34800,313793,57491
34900,313291,57430
35000,313395,57419
35100,316587,57999
35200,316605,58018
35300,316291,57944
35400,318610,58363
35500,319965,58635
35600,320396,58664
35700,321034,58803
35800,322071,59003
35900,323224,59181
36000,324586,59451
36100,324297,59377
36200,325706,59627
36300,326178,59702
36400,327651,60036
36500,328309,60128
36600,329245,60273
36700,330286,60459
36800,331849,60729
36900,331432,60687
37000,332698,60901
37100,334632,61278
37200,333226,60957
37300,336429,61588
37400,336762,61649
37500,338585,62043
37600,339391,62144
37700,338749,62019
37800,340453,62319
37900,341121,62468
38000,342787,62767
38100,343711,62894
38200,343524,62886
38300,344040,62986
38400,346117,63370
38500,345707,63245
38600,347293,63585
38700,348842,63874
38800,349040,63862
38900,349928,64015
39000,351999,64401
39100,353030,64613
39200,351953,64424
39300,354083,64814
39400,353710,64719
39500,354213,64795
39600,356860,65284
39700,358825,65691
39800,357999,65541
39900,359514,65828
40000,359899,65912
40100,361267,66141
40200,362804,66439
40300,361765,66216
40400,364624,66746
40500,363157,66482
40600,366402,67082
40700,366075,67044
40800,366301,67064
40900,367232,67207
41000,368989,67521
41100,370359,67768
41200,371619,68042
41300,373138,68279
41400,373732,68416
41500,372564,68133
41600,375869,68794
41700,375634,68731
41800,376968,68972
41900,377318,69002
42000,379184,69412
42100,378877,69319
42200,378720,69266
42300,380780,69666
42400,382547,69994
42500,382877,70056
42600,383700,70161
42700,384647,70378
42800,387036,70799
42900,386233,70613
43000,387973,70957
43100,388226,70969
43200,389894,71297
43300,391197,71562
43400,389686,71251
43500,391914,71638
43600,392993,71843
43700,393729,71967
43800,396240,72457
43900,395542,72318
44000,396882,72550
44100,398877,72943
44200,397449,72640
44300,400042,73127
44400,400642,73250
44500,400934,73290
44600,403401,73751
44700,402334,73504
44800,404416,73919
44900,406145,74248
45000,405984,74233
45100,406807,74366
45200,407982,74579
45300,408847,74722
45400,410411,75007
45500,410404,74975
45600,412035,75349
45700,413126,75488
45800,412271,75345
45900,414597,75795
46000,415567,75916
46100,416729,76160
46200,417482,76280
46300,418267,76424
46400,418295,76473
46500,418900,76559
46600,421037,76916
46700,422251,77172
46800,422969,77297
46900,422517,77174
47000,424813,77641
47100,424219,77490
47200,426017,77864
47300,427080,78011
47400,427787,78154
47500,428550,78292
47600,428150,78229
47700,429247,78410
47800,430808,78674
47900,431990,78916
48000,433318,79178
48100,434860,79430
48200,434516,79370
48300,436206,79704
48400,435385,79537
48500,438691,80175
48600,438079,80049
48700,439872,80352
48800,441056,80571
48900,442041,80750
49000,442213,80786
49100,442642,80845
49200,445056,81343
49300,445251,81358
49400,446225,81495
49500,447179,81708
49600,446985,81654
49700,449034,82045
49800,450152,82243
49900,449664,82154
50000,451973,82603
