n,comparisons,swaps
34700,310514,56882
34800,312847,57297
34900,314810,57703
35000,314905,57691
35100,315276,57746
35200,314454,57540
35300,316540,57982
35400,318033,58259
35500,318666,58365
35600,320093,58629
35700,321782,58936
35800,322332,59014
35900,322966,59145
36000,324838,59518
36100,324632,59440
36200,324913,59495
36300,326637,59799
36400,328659,60188
36500,328216,60116
36600,330096,60432
36700,329176,60270
36800,330635,60505
36900,331974,60805
37000,333069,60956
37100,334795,61292
37200,334668,61237
37300,334592,61277
37400,337187,61729
37500,337254,61741
37600,338325,61973
37700,339528,62156
37800,341001,62415
37900,340487,62316
38000,342104,62639
38100,342897,62771
38200,343888,62945
38300,344873,63105
38400,345886,63327
38500,347757,63654
38600,347903,63667
38700,349105,63912
38800,349154,63908
38900,350047,64080
39000,351957,64421
39100,352424,64520
39200,351580,64319
39300,354008,64810
39400,355298,65052
39500,356569,65254
39600,356464,65215
39700,358330,65620
39800,358524,65618
39900,359803,65885
40000,360204,65928
40100,361046,66072
40200,362116,66285
40300,363286,66486
40400,364383,66714
40500,364086,66661
40600,364939,66788
40700,367243,67244
40800,367856,67354
40900,368936,67518
41000,369737,67665
41100,370045,67726
41200,370361,67765
41300,371344,67969
41400,371328,67945
41500,374169,68469
41600,375976,68809
41700,375400,68681
41800,377357,69026
41900,375900,68755
42000,377922,69116
42100,378481,69239
42200,381475,69844
42300,380814,69657
42400,382483,69986
42500,383050,70070
42600,384086,70277
42700,385897,70601
42800,385893,70551
42900,386510,70643
43000,387481,70888
43100,388466,71045
43200,390421,71415
43300,390618,71401
43400,391227,71558
43500,392419,71719
43600,393085,71881
43700,392989,71865
43800,395104,72228
43900,395841,72390
44000,396312,72487
44100,395230,72228
44200,399797,73114
44300,400474,73228
44400,401196,73337
44500,400724,73229
44600,402155,73523
44700,403941,73854
44800,404742,73978
44900,405064,74042
45000,404410,73957
45100,406902,74386
45200,408369,74642
45300,409387,74833
45400,409780,74921
45500,410197,74973
45600,411947,75286
45700,412135,75304
45800,413158,75505
45900,415242,75919
46000,415239,75897
46100,417402,76309
46200,416354,76079
46300,418571,76491
46400,417540,76319
46500,420012,76772
46600,420979,76937
46700,421675,77045
46800,421928,77108
46900,423257,77357
47000,423001,77319
47100,424857,77659
47200,424496,77570
47300,425508,77759
47400,428292,78254
47500,429015,78428
47600,430878,78748
47700,430058,78534
47800,431458,78883
47900,432592,79017
48000,434660,79414
48100,433732,79256
48200,434315,79306
48300,434970,79466
48400,436047,79650
48500,438843,80197
48600,439207,80227
48700,439976,80384
48800,440016,80397
48900,441842,80741
49000,442890,80916
49100,444588,81258
49200,445350,81393
49300,446420,81547
49400,446871,81630
49500,447797,81826
49600,448317,81913
49700,449390,82100
49800,450557,82334
49900,448766,81980
50000,451495,82495
